"School_ID","Agency","Address","maxOccupancy","Level","totalSQFT","MajorExp9815","TotalAllotandPlan1621","LifetimeBudget","unqBuilding","longitude","latitude","Ward","FeederMS","FeederHS","Total_Enrolled","Limited_English","At_Risk","SPED","AtRiskPer","SPEDPer","ESLPer","SpentPerMaxOccupancy","SpentPerSqFt","Open_Now","ProjectType","School"
1121,"PCS","4801 Benning Road, SE",1000,"ES",50000,5553600,7497600,13051200,1,-76.9343991,38.8826376,7,NA,NA,400,3,219,55,0.5475,0.1375,0.0075,5553.6,111.072,1,"Facility Allowance","KIPP DC Promise "
237,"PCS","5300 Blaine Street, NE",600,"ES",40425,866304,5285808,6152112,1,-76.9258818,38.8917411,7,NA,NA,282,1,176,43,0.624113475177305,0.152482269503546,0.00354609929078014,1443.84,21.4299072356215,1,"Facility Allowance","KIPP DC Quest Academy "
214,"PCS","1375 Mt Olivet Road, NE",1000,"ES",46835,616344,1911888,2528232,1,-76.9814619,38.907437,5,NA,NA,102,0,60,5,0.588235294117647,0.0490196078431373,0,616.344,13.1599017828547,1,"Facility Allowance","KIPP DC Spring Academy"
121,"PCS","421 P Street, NW",1000,"MS",42016,7645919,6447936,14093855,1,-77.018128,38.909942,2,NA,NA,344,3,138,66,0.401162790697674,0.191860465116279,0.00872093023255814,7645.919,181.97636614623,1,"Facility Allowance","KIPP DC WILL Academy "
193,"PCS","1800 Perry Street, NE",200,"ES",20200,6050898,6410448,12461346,0,-76.9783016,38.9363691,5,NA,NA,342,129,40,38,0.116959064327485,0.111111111111111,0.37719298245614,30254.49,299.549405940594,1,"Facility Allowance","Latin American Montessori Bilingual (LAMB) "
193,"PCS","1375 Missouri Avenue, NW",175,"ES",16468,6050898,6410448,12461346,0,-77.0323824,38.9622483,4,NA,NA,342,129,40,38,0.116959064327485,0.111111111111111,0.37719298245614,34576.56,367.433689579791,1,"Facility Allowance","Latin American Montessori Bilingual (LAMB) "
104,"PCS","3047 15th Street, NW",225,"ALT",15500,2327480,3561360,5888840,1,-77.0357768,38.9285225,1,NA,NA,190,36,0,6,0,0.0315789473684211,0.189473684210526,10344.3555555556,150.16,1,"Facility Allowance","Latin American Youth Center Career Academy"
228,"PCS","301 Douglas Street, NE",135,"ES",13200,227328,1387056,1614384,1,-77.0020346,38.9234284,5,NA,NA,74,0,10,5,0.135135135135135,0.0675675675675676,0,1683.91111111111,17.2218181818182,1,"Facility Allowance","Lee Montessori "
135,"PCS","1404 Jackson Street, NE",500,"ES/MS",56927,6686938,7141464,13828402,1,-76.9863281,38.9295686,5,NA,NA,381,8,237,35,0.622047244094488,0.0918635170603675,0.020997375328084,13373.876,117.465139564706,1,"Facility Allowance","Mary McLeod Bethune Day Academy Slowe Campus"
101,"PCS","5600 E Capitol Street, NE",450,"ALT",78625,6961429,4723488,11684917,1,-76.9199181,38.8902854,7,NA,NA,252,0,0,88,0,0.349206349206349,0,15469.8422222222,88.5396375198728,1,"Facility Allowance","Maya Angelou Evans Campus "
137,"PCS","5600 E Capitol Street, NE",450,"ADULT",47175,1144584,2755368,3899952,1,-76.9199181,38.8902854,7,NA,NA,147,0,1,17,0.00680272108843537,0.115646258503401,0,2543.52,24.2625119236884,1,"Facility Allowance","Maya Angelou Young Adult Learning Center"
165,"PCS","2120 13th Street, NW",718,"ES/MS",61900,20265712,11977416,32243128,1,-77.0299375,38.9185351,1,NA,NA,639,176,294,77,0.460093896713615,0.120500782472613,0.275430359937402,28225.2256267409,327.394378029079,1,"Facility Allowance","Meridian "
3065,"PCS","30 P Street, NW",568,"ES",36148,3140088,7572576,10712664,1,-77.0103408,38.9092812,5,NA,NA,404,84,57,22,0.141089108910891,0.0544554455445545,0.207920792079208,5528.32394366197,86.867544539117,1,"Facility Allowance","Mundo Verde Bilingual "
1120,"PCS","4600 Livingston Road, SE",319,"HS",50000,4199632,5735664,9935296,1,-77.0031886,38.8239325,8,NA,NA,306,0,213,40,0.696078431372549,0.130718954248366,0,13164.9905956113,83.99264,1,"Facility Allowance","National Collegiate Prep "
169,"PCS","1375 E Street, NE",268,"MS/HS",66622,5525896,5023392,10549288,1,-76.986356,38.895719,6,NA,NA,268,0,218,168,0.813432835820896,0.626865671641791,0,20619.0149253731,82.9440124883672,0,"Facility Allowance","Options "
222,"PCS","5800 8th Street, NW",700,"HS",59423,1757400,6091800,7849200,1,-77.0248615,38.9613283,4,NA,NA,325,24,159,42,0.489230769230769,0.129230769230769,0.0738461538461539,2510.57142857143,29.5744072160611,1,"Facility Allowance","Paul Public Charter School- International High School"
170,"PCS","5800 8th Street, NW",700,"MS",68565,21115814,7047744,28163558,1,-77.0248615,38.9613283,4,NA,NA,376,24,160,47,0.425531914893617,0.125,0.0638297872340425,30165.4485714286,307.967826150368,1,"Facility Allowance","Paul Public Charter School- Middle School"
161,"PCS","1800 Perry Street, NE",200,"PK3-12",171000,28592629,11602536,40195165,1,-76.9783016,38.9363691,5,NA,NA,619,10,343,93,0.554119547657512,0.150242326332795,0.0161550888529887,142963.145,167.208356725146,0,"Facility Allowance","Perry Street Prep "
117,"PCS","4401 8th Street, NE",525,"ES/MS",42016,7783669,7966200,15749869,1,-76.9944091,38.9430337,5,NA,NA,425,0,261,50,0.614117647058824,0.117647058823529,0,14826.0361904762,185.254879093679,1,"Facility Allowance","Potomac Preparatory "
3067,"PCS","770 M Street, SE",400,"MS/HS",28000,2883960,5716920,8600880,1,-76.995574,38.877003,6,NA,NA,305,1,225,58,0.737704918032787,0.19016393442623,0.00327868852459016,7209.9,102.998571428571,1,"Facility Allowance","Richard Wright for Journalism and Media Arts"
173,"PCS","15 Kennedy Street, NW",64,"ES",9000,3896368,1780680,5677048,0,-77.010142,38.9567798,4,NA,NA,95,2,39,7,0.410526315789474,0.0736842105263158,0.0210526315789474,60880.75,432.929777777778,1,"Facility Allowance","Roots "
173,"PCS","6222 North Capitol Street, NW",56,"ES",1374,3896368,1780680,5677048,0,-77.0094126,38.9661824,4,NA,NA,95,2,39,7,0.410526315789474,0.0736842105263158,0.0210526315789474,69578,2835.7845705968,1,"Facility Allowance","Roots "
174,"PCS","4300 C Street, SE",421,"MS/HS",48128,31414511,16924320,48338831,1,-76.9464327,38.8869027,7,NA,NA,336,0,172,57,0.511904761904762,0.169642857142857,0,74618.7909738717,652.728370179521,1,"Facility Allowance","School for Educational Evolution and Development (SEED) "
197,"PCS","6015 Chillum Place, NE",310,"ES",15680,483192,1611984,2095176,1,-77.0074503,38.9639099,4,NA,NA,86,8,24,8,0.27906976744186,0.0930232558139535,0.0930232558139535,1558.68387096774,30.8158163265306,1,"Facility Allowance","Sela "
3066,"PCS","6017 Chillum Place, NE",182,"PK3-K",13580,947496,2211792,3159288,1,-77.007573,38.9640197,4,NA,NA,118,12,20,1,0.169491525423729,0.00847457627118644,0.101694915254237,5206.02197802198,69.7714285714286,1,"Facility Allowance","Shining Stars Montessori "
187,"PCS","3301 Wheeler Road, SE",850,"MS",112000,1217280,4498560,5715840,1,-76.9939903,38.842272,8,NA,NA,240,0,160,44,0.666666666666667,0.183333333333333,0,1432.09411764706,10.8685714285714,1,"Facility Allowance","Somerset "
1047,"PCS","1901 Independence Avenue, SE",525,"SPED",99540,6315254,4723488,11038742,1,-76.9764947,38.8868079,6,NA,NA,252,20,111,251,0.44047619047619,0.996031746031746,0.0793650793650794,12029.0552380952,63.444384167169,1,"Facility Allowance","St. Coletta Special Education "
168,"PCS","3047 15th Street, NW",375,"ALT",31352,4301036,6804072,11105108,1,-77.0357768,38.9285225,1,NA,NA,363,203,0,13,0,0.0358126721763085,0.559228650137741,11469.4293333333,137.185378923195,1,"Facility Allowance","The Next Step "
191,"PCS","2427 Martin Luther King Jr. Avenue, SE",420,"HS",63625,12321572,7403880,19725452,1,-76.9937918,38.8623418,8,NA,NA,395,0,216,50,0.546835443037975,0.126582278481013,0,29337.0761904762,193.659284872299,1,"Facility Allowance","Thurgood Marshall Academy "
183,"PCS","2315 18th Place, NE",286,"ES/MS",28076,10057948,5360784,15418732,1,-76.9777082,38.9207757,5,NA,NA,286,2,185,25,0.646853146853147,0.0874125874125874,0.00699300699300699,35167.6503496504,358.240062686992,0,"Facility Allowance","Tree of Life Community "
198,"PCS","1227 4th Street, NE ",380,"ES/MS",33076,11461694,9709392,21171086,0,-77.0001838,38.9067354,6,NA,NA,518,20,126,107,0.243243243243243,0.206563706563707,0.0386100386100386,30162.3526315789,346.526000725602,1,"Facility Allowance","Two Rivers "
198,"PCS","1234 4th Street, NE",144,"ES/MS",17929,9249094,9709392,18958486,0,-77.000978,38.90642,6,NA,NA,518,20,126,107,0.243243243243243,0.206563706563707,0.0386100386100386,64229.8194444444,515.87338948073,1,"Facility Allowance","Two Rivers "
1118,"PCS","5201 2nd Street, NW",685,"HS",29280,4643648,6860304,11503952,1,-77.013189,38.953489,4,NA,NA,304,6,70,31,0.230263157894737,0.101973684210526,0.0197368421052632,6779.04817518248,158.594535519126,1,"Facility Allowance","Washington Latin High"
125,"PCS","5200 2nd Street, NW",685,"MS",35040,6687433,5698176,12385609,1,-77.0140391,38.9538896,4,NA,NA,366,3,16,29,0.0437158469945355,0.0792349726775956,0.00819672131147541,9762.67591240876,190.851398401826,1,"Facility Allowance","Washington Latin Middle"
178,"PCS","1920 Bladensburg Road, NE",350,"HS",49116,13661934,6279240,19941174,1,-76.9737654,38.9164261,5,NA,NA,335,3,222,72,0.662686567164179,0.214925373134328,0.00895522388059702,39034.0971428571,278.156486684583,1,"Facility Allowance","Washington Math Science Tech "
1117,"PCS","220 Taylor Street, NE",595,"ES",41118,7254586,9896832,17151418,1,-77.0036779,38.941395,5,NA,NA,528,31,22,30,0.0416666666666667,0.0568181818181818,0.0587121212121212,12192.581512605,176.433338197383,1,"Facility Allowance","Washington Yu Ying "
210,"PCS","705 Edgewood Street, NE",624,"ES/MS",46835,12280675,8228616,20509291,1,-76.9957981,38.9236618,5,NA,NA,439,13,223,35,0.507972665148064,0.0797266514806378,0.0296127562642369,19680.5689102564,262.211487135689,1,"Facility Allowance","William E. Doar Jr "
128,"PCS","3014 14th St NW",100,"ALT",11709,2831123,2099328,4930451,1,-77.0327382,38.9277886,1,NA,NA,112,7,0,10,0,0.0892857142857143,0.0625,28311.23,241.790332223076,1,"Facility Allowance","Youthbuild "
NA,"PCS","209 Upshur Street NW",NA,NA,NA,1013952,0,1013952,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Academia Bilingue"
NA,"PCS","1600 Taylor Street NE",NA,NA,NA,1226332,0,1226332,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"ALTA Associates for Learning Through the Arts"
NA,"PCS","401 I Street SW",NA,NA,NA,699648,0,699648,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"AppleTree Amidon"
NA,"PCS","45 P St NW",NA,NA,NA,156702,0,156702,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"ARE Academy for Renewal in Education"
NA,"PCS","5300 Blaine Street NE",NA,NA,NA,21620200,0,21620200,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Arts and Technology Academy"
NA,"PCS","100 Peabody Street NW",NA,NA,NA,2169195,0,2169195,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Barbara Jordan"
NA,"PCS","2019 Rhode Island Ave NE",NA,NA,NA,301573,0,301573,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Center City Brentwood"
NA,"PCS","1301 V Street NW",NA,NA,NA,2230312,0,2230312,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Children's Studio School"
NA,"PCS","3265 S Street NW",NA,NA,NA,920095,0,920095,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"City Collegiate"
NA,"PCS","62 T Street NE",NA,NA,NA,618836,0,618836,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"City Lights"
NA,"PCS","4025 9th Street, SE",NA,NA,NA,405000,0,405000,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Early Childhood Academy Johenning"
NA,"PCS","4301 9th Street SE",NA,NA,NA,339000,0,339000,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Early Childhood Academy Walter Washington"
NA,"PCS","701 Howard Road SE",NA,NA,NA,7963270,0,7963270,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Howard Road Academy"
NA,"PCS","4625 G St SE",NA,NA,NA,398722,0,398722,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Howard Road Academy G St."
NA,"PCS","3000 Pennsylvania Ave SE",NA,NA,NA,2310330,0,2310330,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Howard Road Academy Penn. Ave."
NA,"PCS","2405 ML King Ave SE",NA,NA,NA,1468600,0,1468600,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Howard Road Adademy MLK Ave. Middle"
NA,"PCS","100 Peabody Street NW",NA,NA,NA,1512212,0,1512212,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Ideal Academy Peabody St."
NA,"PCS","3100 ML King Ave SE",NA,NA,NA,7943598,0,7943598,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Imagine Southeast"
NA,"PCS","220 Taylor Street NE",NA,NA,NA,393584,0,393584,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Jo-Arz Academy"
NA,"PCS","100 Peabody Street NW",NA,NA,NA,3537694,0,3537694,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"KAMIT Institute"
NA,"PCS","1600 Taylor Street NE",NA,NA,NA,237000,0,237000,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"LAMB Taylor St."
NA,"PCS","253 42nd Street NE",NA,NA,NA,691425,0,691425,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Mary McLeod Bethune 42nd St."
NA,"PCS","5413 16th Street NW",NA,NA,NA,843148,0,843148,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Mary McLeod Bethune Crestwood Campus"
NA,"PCS","1851 9th Street NW",NA,NA,NA,2571219,0,2571219,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Maya Angelou Shaw Campus"
NA,"PCS","6000 New Hampshire Ave NE",NA,NA,NA,357535,0,357535,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"MEI Futures"
NA,"PCS","1920 Bladensburg Road NE",NA,NA,NA,4109909,0,4109909,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"New School"
NA,"PCS","100 Peabody Street NW",NA,NA,NA,353492,0,353492,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"New Vistas Prep"
NA,"PCS","3845 South Capitol Street SW",NA,NA,NA,2482515,0,2482515,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Nia Community"
NA,"PCS","702 15th Street NE",NA,NA,NA,756800,0,756800,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Options Satillite Campus"
NA,"PCS","1027 45th Street NE",NA,NA,NA,743930,0,743930,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Richard Milburn Academy"
NA,"PCS","1100 16th Street NW",NA,NA,NA,664860,0,664860,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"SAIL 16th St."
NA,"PCS","1705 H Street NW",NA,NA,NA,664790,0,664790,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"SAIL H St."
NA,"PCS","1375 E Street NE",NA,NA,NA,1912721,0,1912721,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Sasha Bruce"
NA,"PCS","425 Chesapeake St SE",NA,NA,NA,3017000,0,3017000,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Septima Clark"
NA,"PCS","645 Milwaukee Place SE",NA,NA,NA,3732006,0,3732006,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"SouthEast Academy"
NA,"PCS","401 M ST SW",NA,NA,NA,1143098,0,1143098,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Tech World"
NA,"PCS","320 21st Street NE",NA,NA,NA,667214,0,667214,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Thea Bowman"
NA,"PCS","3700 N Capitol Street NW",NA,NA,NA,2080524,0,2080524,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Tri-Community"
NA,"PCS","770 M Street SE",NA,NA,NA,907163,0,907163,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Washington Academy (Blue Castle)"
NA,"PCS","3000 Pennsylvania Ave SE",NA,NA,NA,376540,0,376540,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Washington Academy (Penn. Ave.)"
NA,"PCS","4625 G St SE",NA,NA,NA,730844,0,730844,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Washington Academy JMUMC"
NA,"PCS","3700 N Capitol Street NW",NA,NA,NA,1910351,0,1910351,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"William E. Doar Jr. Soldiers Home"
NA,"PCS","1375 Missouri Ave NW",NA,NA,NA,454860,0,454860,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"World"
NA,"PCS","6015 Chillum Place NE",NA,NA,NA,3970618,0,3970618,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Young America Works"
NA,"PCS","101 T Street NE",NA,NA,NA,285671,0,285671,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Young Technocrats"
NA,"PCS","1851 9th Street NW",NA,NA,NA,5810972,0,5810972,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Hospitality High"
NA,"PCS","33 Riggs Road NE",NA,NA,NA,2878377,0,2878377,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"Village Learning Center"
296,"DCPS","3560 Warder St  NW",609,"ES",82192,11264300,0,11264300,1,-77.021185666,38.934413761,1,"CHEC (6-8)","Cardozo EC (9-12)",465,290,235,52,0.505376344086022,0.111827956989247,0.623655913978495,18496.3875205255,137.048617870352,1,"Partial Modernization","Bruce-Monroe Elementary @ Park View"
346,"DCPS","1401 Michigan Ave  NE",480,"ES/MS",69392,6533765,0,6533765,1,-76.984995636,38.942012134,5,"Brookland MS","Dunbar HS",225,8,108,29,0.48,0.128888888888889,0.0355555555555556,13612.0104166667,94.1573236107909,1,"Partial Modernization","Bunker Hill Elementary"
360,"DCPS","215 G Street NE",360,"ES/MS",47200,975866,11987136,12963002,1,-77.002562701,38.898529974,6,NA,"Eastern HS",310,3,25,11,0.0806451612903226,0.0354838709677419,0.00967741935483871,2710.73888888889,20.6751271186441,1,"Stabilized","Capitol Hill Montessori"
246,"DCPS","1819 35th St  NW",485,"MS",107200,50758871,0,50758871,1,-77.068613896,38.915508698,2,"","Wilson HS",386,18,96,57,0.248704663212435,0.147668393782383,0.0466321243523316,104657.465979381,473.496930970149,1,"Full Modernization","Hardy Middle"
433,"DCPS","801 7th St SW",570,"MS",108992,0,35993000,35993000,1,-77.02291066,38.879870599,6,"","Eastern HS",277,3,179,64,0.646209386281588,0.231046931407942,0.0108303249097473,0,0,1,"Stabilized","Jefferson Middle"
466,"DCPS","2130 G St NW",520,"HS",74000,40512741,0,40512741,1,-77.048186466,38.898123787,2,"","",590,0,91,4,0.154237288135593,0.00677966101694915,0,77909.1173076923,547.469472972973,1,"Full Modernization","School Without Walls High"
474,"DCPS","300 Bryant Street NW",350,"ALT",49496,0,9900000,9900000,1,-77.015584665,38.920429783,1,"","",244,2,0,45,0,0.184426229508197,0.00819672131147541,0,0,1,"Stabilized","Washington Metropolitan High"
335,"DCPS","1299 Neal St NE",500,"ES/MS",86368,42645563,0,42645563,1,-76.988500771,38.90411741,5,"","Dunbar HS",463,7,364,68,0.786177105831533,0.146868250539957,0.0151187904967603,85291.126,493.765781307892,1,"Full Modernization","Wheatley Education Campus"
308,"DCPS","1500 Mississippi Ave. SE Washington",248,"ES",77700,NA,0,NA,1,-76.983398577,38.841645061,8,"Johnson MS","Ballou HS",244,0,207,34,0.848360655737705,0.139344262295082,0,NA,NA,1,"Stabilized","Malcolm X Elementary at Green"
